cui	drugbank_id
C0055860	DB00766
C0110038	DB00766
C0936252	DB00766
C0053284	DB00767
C0527189	DB00768
C4255910	DB00768
C0544368	DB00769
C0002335	DB00770
C0591238	DB00770
C0592016	DB00770
C0593527	DB00770
C2366566	DB00770
C4255908	DB00770
C4255909	DB00770
C0055877	DB00771
C0110059	DB00771
C0024547	DB00772
C0015133	DB00773
C0020273	DB00774
C0700906	DB00774
C0247025	DB00775
C0069751	DB00776
C1311053	DB00776
C0033473	DB00777
C0035891	DB00778
C0027353	DB00779
C0031392	DB00780
C0001714	DB00781
C0032535	DB00781
C0033447	DB00782
C0033448	DB00782
C0014912	DB00783
C0025152	DB00784
C0699209	DB00784
C4255900	DB00784
C4255901	DB00784
C0086079	DB00785
C0338344	DB00786
C0001367	DB00787
C0027396	DB00788
C4255899	DB00788
C0060933	DB00789
C0060934	DB00789
C0721529	DB00789
C0136123	DB00790
C0041920	DB00791
C0041090	DB00792
C0722403	DB00792
C0722404	DB00792
C0062106	DB00793
C0720811	DB00793
C0033148	DB00794
C0700016	DB00794
C0702020	DB00794
C0036078	DB00795
C0699547	DB00795
C4255898	DB00795
C0527379	DB00796
C0717550	DB00796
C4083054	DB00796
C0040373	DB00797
C3854019	DB00798
C0288792	DB00799
C0595025	DB00799
C0723607	DB00799
C1170075	DB00799
C0060180	DB00800
C0062092	DB00801
C0722503	DB00801
C0002026	DB00802
C0009316	DB00803
C0012125	DB00804
C0066561	DB00805
C0030899	DB00806
C0699487	DB00806
C1256382	DB00806
C0072510	DB00807
C0021186	DB00808
C0041190	DB00809
C0701403	DB00809
C0005578	DB00810
C0035525	DB00811
C0031463	DB00812
C0015846	DB00813
C0083381	DB00814
C0592680	DB00814
C4255897	DB00814
C0037506	DB00815
C0029193	DB00816
C0073591	DB00817
C4255896	DB00817
C0033487	DB00818
C0678120	DB00818
C3872099	DB00818
C0000981	DB00819
C0591362	DB00819
C0967376	DB00820
C1176316	DB00820
C2709986	DB00820
C0054827	DB00821
C0012772	DB00822
C0591096	DB00822
C0015117	DB00823
C0059372	DB00824
C0025368	DB00825
C0771655	DB00825
C0027444	DB00826
C0008806	DB00827
C0016610	DB00828
C0012010	DB00829
C0699187	DB00829
C0031411	DB00830
C0040979	DB00831
C0070592	DB00832
C0721738	DB00832
C0007537	DB00833
C2699131	DB00833
C0026088	DB00834
C0591786	DB00834
C0939382	DB00834
C1723490	DB00834
C0006246	DB00835
C0023992	DB00836
C0072076	DB00837
C4255895	DB00837
C0055899	DB00838
C0040372	DB00839
C0723773	DB00839
C4281713	DB00840
C0012963	DB00841
C0029997	DB00842
C0527316	DB00843
C0027348	DB00844
C0008996	DB00845
C0700047	DB00845
C0016374	DB00846
C0719506	DB00846
C0010648	DB00847
C0023556	DB00848
C0025382	DB00849
C0721615	DB00849
C4255891	DB00849
C0031184	DB00850
C0699490	DB00850
C0010927	DB00851
C0728898	DB00851
C0022174	DB00852
C0033798	DB00852
C0076080	DB00853
C0108742	DB00853
C0126551	DB00853
C0133071	DB00853
C0876179	DB00853
C4082706	DB00853
C4255886	DB00853
C4255887	DB00853
C0023586	DB00854
C0002563	DB00855
C0008280	DB00856
C0076110	DB00857
C0058753	DB00858
C4255884	DB00858
C4255885	DB00858
C0030817	DB00859
C0032950	DB00860
C0012228	DB00861
C0699201	DB00861
C0971579	DB00862
C1174890	DB00862
C0034665	DB00863
C0085149	DB00864
C0771204	DB00864
C0005096	DB00865
C0053302	DB00865
C0002027	DB00866
C0002334	DB00866
C0013256	DB00867
C0035661	DB00867
C0043440	DB00867
C0053229	DB00868
C0165590	DB00869
C0038878	DB00870
C0722827	DB00870
C0039542	DB00871
C0039543	DB00871
C0966107	DB00872
C0772364	DB00873
C0018305	DB00874
C0723110	DB00874
C4255883	DB00874
C0016367	DB00875
C0287041	DB00876
C0072980	DB00877
C0008196	DB00878
C0877876	DB00879
C0909839	DB00879
C0008273	DB00880
C4255881	DB00880
C4255882	DB00880
C0072857	DB00881
C0009008	DB00882
C0022252	DB00883
C0590714	DB00883
C0590717	DB00883
C0590720	DB00883
C0699425	DB00883
C4255878	DB00883
C4255879	DB00883
C4255880	DB00883
C0140610	DB00884
C0246719	DB00884
C4255877	DB00884
C0053881	DB00885
C4255876	DB00885
C0663645	DB00886
C0006376	DB00887
C0025033	DB00888
C0061863	DB00889
C0012145	DB00890
C0038710	DB00891
C0053114	DB00892
C0022092	DB00893
C0719809	DB00893
C0039600	DB00894
C0053327	DB00895
C0140594	DB00896
C0040879	DB00897
C0733624	DB00897
C0001962	DB00898
C0246631	DB00899
C0012133	DB00900
C0053817	DB00901
C0106575	DB00901
C0066101	DB00902
C0723594	DB00902
C0014963	DB00903
C0178626	DB00903
C0061851	DB00904
C0724495	DB00904
C0937917	DB00905
C0068897	DB00906
C0720560	DB00906
C0009170	DB00907
C0368744	DB00907
C0034414	DB00908
C4255874	DB00908
C4255875	DB00908
C0078844	DB00909
C0249582	DB00910
C0724464	DB00910
C0040263	DB00911
C0101814	DB00912
C0246689	DB00912
C0287495	DB00912
C0722725	DB00912
C4255873	DB00912
C0051908	DB00913
C0031404	DB00914
C0002403	DB00915
C0042748	DB00915
C4255872	DB00915
C0025872	DB00916
C0012472	DB00917
C0592000	DB00917
C0699579	DB00917
C0732850	DB00917
C0914729	DB00918
C0001268	DB00919
C0022642	DB00920
C0006405	DB00921
C0246904	DB00922
C4255871	DB00922
C0055008	DB00923
C0056732	DB00924
C0031441	DB00925
C0701367	DB00925
C0015137	DB00926
C0015620	DB00927
C0678119	DB00927
C0004475	DB00928
C0085174	DB00929
C0541155	DB00930
C0025603	DB00931
C0604145	DB00931
C0663733	DB00932
C0025497	DB00933
C2354526	DB00933
C4255870	DB00933
C0024778	DB00934
C0030071	DB00935
C0036079	DB00936
C0012201	DB00937
C4255869	DB00937
C0073992	DB00938
C0025042	DB00939
C1289957	DB00939
C0025624	DB00940
C0062619	DB00941
C0056835	DB00942
C0012132	DB00943
C0360174	DB00944
C0004057	DB00945
C0304348	DB00945
C0699278	DB00945
C0031444	DB00946
C0935916	DB00947
C1123005	DB00947
C0025893	DB00948
C0701901	DB00948
C0060135	DB00949
C0296800	DB00950
C0379247	DB00950
C0022209	DB00951
C3851115	DB00951
C0540623	DB00952
C0297635	DB00953
C0058445	DB00954
C0027780	DB00955
C0020264	DB00956
C0724598	DB00956
C0068992	DB00957
C0079083	DB00958
C0591953	DB00958
C0025815	DB00959
C0591766	DB00959
C0699458	DB00959
C0699459	DB00959
C1513243	DB00959
C4255865	DB00959
C0031937	DB00960
C0006987	DB00961
C0025384	DB00961
C0251504	DB00962
C0054094	DB00963
C0048038	DB00964
C0015018	DB00965
C0059720	DB00965
C0248719	DB00966
C0721704	DB00966
C0740241	DB00966
C0908935	DB00967
C0025741	DB00968
C3714624	DB00968
C0291772	DB00969
C0010934	DB00970
C0074281	DB00971
C0052762	DB00972
C1142985	DB00973
C1170736	DB00973
C1174891	DB00973
C1707992	DB00973
C0013618	DB00974
C0178627	DB00974
C0012582	DB00975
C0308607	DB00975
C0700020	DB00975
C0701036	DB00975
C4255855	DB00975
C0907410	DB00976
C0015011	DB00977
C0065162	DB00978
C0010582	DB00979
C1565316	DB00980
C1621477	DB00980
C0031849	DB00981
C0052062	DB00981
C1314787	DB00981
C4255854	DB00981
C0022265	DB00982
C0699581	DB00982
C1330059	DB00982
C1331177	DB00982
C0060657	DB00983
C0027368	DB00984
C0068397	DB00984
C0012381	DB00985
C0304301	DB00985
C3814772	DB00986
C4255853	DB00986
C0010711	DB00987
C0011498	DB00988
C0013030	DB00988
C0649350	DB00989
C4083031	DB00989
C0851344	DB00990
C0069739	DB00991
C0603695	DB00991
C1452038	DB00991
C1452039	DB00991
C4255850	DB00991
C4255851	DB00991
C4255852	DB00991
C0758115	DB00992
C1134467	DB00992
C2350728	DB00992
C0004482	DB00993
C0699279	DB00993
C0027603	DB00994
C0004320	DB00995
C0060926	DB00996
C0678176	DB00996
C0013089	DB00997
C0085752	DB00997
C0546861	DB00997
C0754647	DB00998
C0020261	DB00999
C0700694	DB00999
C0721720	DB00999
C0010523	DB01000
C1707594	DB01000
C4255841	DB01000
C4255842	DB01000
C4255843	DB01000
C4255844	DB01000
C4255845	DB01000
C4255846	DB01000
C4255847	DB01000
C4255848	DB01000
C0001927	DB01001
C0873118	DB01002
C0010347	DB01003
C0086073	DB01003
C0017066	DB01004
C0020402	DB01005
C0591617	DB01005
C0246421	DB01006
C0076705	DB01007
C0724170	DB01007
C0006463	DB01008
C0700015	DB01008
C0728928	DB01008
C1511348	DB01008
C1511349	DB01008
C4255837	DB01008
C4255838	DB01008
C4255839	DB01008
C4255840	DB01008
C0022635	DB01009
C0700190	DB01009
C0013615	DB01010
C0025876	DB01011
C0700006	DB01011
C1337242	DB01012
C2981184	DB01012
C0055895	DB01013
C0052940	DB01014
C0038689	DB01015
C0740161	DB01015
C0017628	DB01016
C0026187	DB01017
C0079466	DB01018
C0733429	DB01018
C0053526	DB01019
C0064079	DB01020
C0040899	DB01021
C0740163	DB01021
C0031862	DB01022
C0042878	DB01022
C0015772	DB01023
C0026933	DB01024
C0883242	DB01024
C0103049	DB01025
C0022625	DB01026
C0699439	DB01026
C1656721	DB01026
C1739451	DB01026
C1964382	DB01026
C4255812	DB01026
C0025688	DB01028
C0728777	DB01028
C0288170	DB01029
C0288171	DB01029
C0595301	DB01029
C0146224	DB01030
C0059714	DB01031
C0033209	DB01032
C0000618	DB01033
C1881785	DB01033
C0007839	DB01034
C0033216	DB01035
C1564212	DB01035
C0388753	DB01036
C0036579	DB01037
C0771221	DB01038
C0033228	DB01039
C0304340	DB01040
C0039736	DB01041
C0025241	DB01042
C1513105	DB01042
C0025242	DB01043
C0753645	DB01044
C3848583	DB01044
C0035608	DB01045
C1684405	DB01046
C0016299	DB01047
C0728789	DB01047
C1588661	DB01047
C0663655	DB01048
C0014708	DB01049
C0020740	DB01050
C0028458	DB01051
C0030827	DB01053
C0028127	DB01054
C0877956	DB01054
C1449960	DB01054
C1449964	DB01054
C4082976	DB01054
C4255778	DB01054
C4255779	DB01054
C0026153	DB01055
C0085237	DB01056
C0070878	DB01057
C0301366	DB01057
C0032911	DB01058
C0702014	DB01058
C0028365	DB01059
C0002645	DB01060
C2828282	DB01060
C0004499	DB01061
C0069805	DB01062
C0050458	DB01063
C0022245	DB01064
C0025219	DB01065
C0287573	DB01066
C0017642	DB01067
C0009011	DB01068
C0033405	DB01069
C0012319	DB01070
C0591126	DB01070
C0065972	DB01071
C4255762	DB01071
C1145759	DB01072
C4255761	DB01072
C0059985	DB01073
C0031013	DB01074
C0012522	DB01075
C0286651	DB01076
C4255760	DB01076
C0015121	DB01077
C0086268	DB01077
C0011689	DB01078
C0537147	DB01079
C0048044	DB01080
C0012525	DB01081
C0038425	DB01082
C0076275	DB01083
C0732649	DB01083
C0064263	DB01084
C0031923	DB01085
C0005059	DB01086
C0033126	DB01087
C4255759	DB01087
C0079594	DB01088
C0175158	DB01089
C0720819	DB01089
C4255756	DB01089
C4255757	DB01089
C4255758	DB01089
C0030885	DB01090
C0107497	DB01091
C0029904	DB01092
C4255755	DB01092
C0012403	DB01093
C0062585	DB01094
C0082608	DB01095
C0029994	DB01096
C0724203	DB01096
C4255753	DB01096
C0063041	DB01097
C0718644	DB01097
C0965129	DB01098
C0016278	DB01099
C0733923	DB01099
C0031935	DB01100
C0671970	DB01101
C0724419	DB01101
C0172021	DB01102
C0034403	DB01103
C0074393	DB01104
C0074493	DB01105
C4255749	DB01105
C0064870	DB01106
C0025840	DB01107
C0702206	DB01107
C0077144	DB01108
C0019134	DB01109
C0700892	DB01109
C0700894	DB01109
C1176302	DB01109
C4255748	DB01109
C0025942	DB01110
C4255746	DB01110
C4255747	DB01110
C0009315	DB01111
C0007562	DB01112
C0043480	DB01112
C0030350	DB01113
C4255745	DB01113
C0008281	DB01114
C0724551	DB01114
C0028066	DB01115
C0590658	DB01115
C0590686	DB01115
C0700861	DB01115
C4255741	DB01115
C4255742	DB01115
C4255743	DB01115
C4255744	DB01115
C0041040	DB01116
C0165603	DB01117
C0378468	DB01117
C4082282	DB01117
C4255740	DB01117
C0002598	DB01118
C0012022	DB01119
C0591469	DB01119
C0017631	DB01120
C0070525	DB01121
C0702064	DB01121
C0002412	DB01122
C0033294	DB01123
C0040374	DB01124
C0701229	DB01124
C0051919	DB01125
C0754659	DB01126
C0013547	DB01127
C0546862	DB01127
C0285590	DB01128
C0378482	DB01129
C0650237	DB01129
C0071836	DB01130
C0008241	DB01131
C0071097	DB01132
C0043611	DB01133
C0145942	DB01133
C0114872	DB01135
C0054836	DB01136
C4255739	DB01136
C0282386	DB01137
C0038742	DB01138
C0007737	DB01139
C0007538	DB01140
C2699132	DB01140
C1120386	DB01141
C1613030	DB01141
C0013085	DB01142
C0037172	DB01142
C0728757	DB01142
C1880081	DB01142
C0015020	DB01143
C3537278	DB01143
C0012086	DB01144
C0075606	DB01145
C0058389	DB01146
C0009077	DB01147
C0016225	DB01148
C0546865	DB01148
C0068485	DB01149
C0053882	DB01150
C0728743	DB01150
C2699143	DB01150
C0011685	DB01151
C0006834	DB01152
C0074391	DB01153
C1330256	DB01153
C4255737	DB01153
C0039855	DB01154
C0533545	DB01155
C1321744	DB01155
C4255736	DB01155
C0085208	DB01156
C0085176	DB01157
C0054040	DB01158
C0018549	DB01159
C0443369	DB01159
C0701981	DB01159
C0701982	DB01159
C4255733	DB01159
C4255734	DB01159
C4255735	DB01159
C0058310	DB01160
C0701180	DB01160
C0055443	DB01161
C0076107	DB01162
C0002435	DB01163
C0006686	DB01164
C3645709	DB01164
C0028902	DB01165
C0055729	DB01166
C0064113	DB01167
C0699614	DB01167
C4255732	DB01167
C0033223	DB01168
C0052416	DB01169
C4316929	DB01169
C0018318	DB01170
C0066673	DB01171
C0752277	DB01171
C0022487	DB01172
C0022489	DB01172
C0029309	DB01173
C0031412	DB01174
C0699493	DB01174
C1099456	DB01175
C0010547	DB01176
C0020789	DB01177
C0008223	DB01178
C0032334	DB01179
C0700937	DB01179
C0035167	DB01180
C4255730	DB01180
C0020823	DB01181
C0033429	DB01182
C0027358	DB01183
C0013015	DB01184
C0016366	DB01185
C0031007	DB01186
C0022029	DB01187
C0055711	DB01188
C0063252	DB01189
C0592148	DB01189
C0008947	DB01190
C0699673	DB01190
C0011786	DB01191
C0030073	DB01192
C0733819	DB01192
C1723005	DB01192
C0000946	DB01193
C0673966	DB01194
C0673967	DB01194
C0016229	DB01195
C4255728	DB01195
C4255729	DB01195
C0014921	DB01196
C0006938	DB01197
C0591224	DB01197
C0733565	DB01197
C4255718	DB01197
C4255719	DB01197
C4255720	DB01197
C4255721	DB01197
C4255722	DB01197
C4255723	DB01197
C4255724	DB01197
C4255725	DB01197
C4255726	DB01197
C4255727	DB01197
C0078847	DB01198
C0041345	DB01199
C0006230	DB01200
C0073372	DB01201
C0876758	DB01201
C0377265	DB01202
C0027302	DB01203
C0591292	DB01203
C0026259	DB01204
C0016293	DB01205
C4082325	DB01205
C4082326	DB01205
C0023972	DB01206
C0687700	DB01206
C0699180	DB01206
C0699181	DB01206
C1450043	DB01206
C0072926	DB01207
C0139792	DB01207
C0052585	DB01208
C0057626	DB01209
C0006388	DB01210
C0055856	DB01211
C0620902	DB01211
C0007561	DB01212
C0048504	DB01213
C0604279	DB01213
C0041030	DB01214
C0014892	DB01215
C0060389	DB01216
C0290883	DB01217
C0120726	DB01218
C0591590	DB01218
C0010975	DB01219
C0010976	DB01219
C4255716	DB01219
C4255717	DB01219
C0073374	DB01220
C4255713	DB01220
C4255714	DB01220
C4255715	DB01220
C0022614	DB01221
C0079883	DB01221
C0701928	DB01221
C0054201	DB01222
C0002575	DB01223
C0700950	DB01223
C1257689	DB01223
C0123091	DB01224
C0724680	DB01224
C4255712	DB01224
C0206460	DB01225
C0724579	DB01225
C0066621	DB01226
C0722317	DB01227
C0772342	DB01227
C3536876	DB01227
C0085251	DB01228
C0144576	DB01229
C0678133	DB01229
C0030800	DB01230
C0058371	DB01231
C0286737	DB01232
C0286738	DB01232
C0025853	DB01233
C0011777	DB01234
C0740057	DB01234
C0023570	DB01235
C0074414	DB01236
C0054120	DB01237
C0299792	DB01238
C1170019	DB01238
C4255709	DB01238
C4255710	DB01238
C0008290	DB01239
C0033567	DB01240
C0376357	DB01240
C4255708	DB01240
C0017245	DB01241
C0700003	DB01241
C0009010	DB01242
C0055461	DB01243
C0005116	DB01244
C0206026	DB01244
C0057231	DB01245
C0041031	DB01246
C1448353	DB01246
C0022154	DB01247
C0591755	DB01247
C0246415	DB01248
C0771375	DB01248
C0063757	DB01249
C0069454	DB01250
C0114238	DB01250
C0061328	DB01251
C0678160	DB01251
C0906166	DB01252
C0014704	DB01253
C1455147	DB01254
C2699562	DB01254
C1739826	DB01255
C1744376	DB01255
C1873633	DB01255
C1703334	DB01256
C1541483	DB01257
C1384663	DB01259
C1506770	DB01259
C1721362	DB01259
C0011705	DB01260
C1565750	DB01261
C1565751	DB01261
C1667080	DB01261
C0049065	DB01262
C0936148	DB01263
C1435444	DB01264
C1453933	DB01265
C1816270	DB01266
C1960121	DB01266
C0212367	DB01267
C0753678	DB01267
C1828935	DB01267
C1176020	DB01268
C0879427	DB01269
C1566537	DB01270
C0020814	DB01271
C1739462	DB01271
C0002272	DB01272
C1695579	DB01272
C1706105	DB01272
C1569608	DB01273
C0969589	DB01274
C0020223	DB01275
C0167117	DB01276
C1174289	DB01276
C1636686	DB01276
C3257792	DB01276
C0904505	DB01277
C1696547	DB01277
C0537551	DB01278
C1615657	DB01279
C0907349	DB01280
C1615581	DB01280
C1619966	DB01281
C0054670	DB01282
C1175945	DB01283
C1176414	DB01283
C1176415	DB01283
C0010192	DB01284
C0001655	DB01285
C0718234	DB01285
C4255705	DB01285
C0015840	DB01288
C0061330	DB01289
C0140870	DB01289
C4255703	DB01289
C4255704	DB01289
C0071129	DB01291
C0053792	DB01294
C0722641	DB01294
C0053532	DB01295
C0017718	DB01296
C0032896	DB01297
C4255702	DB01297
C0262960	DB01298
C1710241	DB01298
C0038679	DB01299
C0035823	DB01301
C0878070	DB01301
C4255701	DB01301
C0055578	DB01303
C0123677	DB01306
C0537270	DB01307
C1815806	DB01307
C1313386	DB01309
C1176315	DB01319
C0244656	DB01320
C0525944	DB01320
C0022419	DB01321
C4255700	DB01321
C0939882	DB01322
C0813171	DB01323
C3475323	DB01323
C4306004	DB01323
C0032613	DB01324
C0728773	DB01324
C0164608	DB01325
C4255699	DB01325
C0007541	DB01326
C0054995	DB01326
C4255698	DB01326
C0007546	DB01327
C0700930	DB01327
C0007551	DB01328
C0007552	DB01329
C0007555	DB01330
C0007557	DB01331
C4255697	DB01331
C0007560	DB01332
C0701023	DB01332
C0007738	DB01333
C0699948	DB01333
C0729027	DB01333
C0729052	DB01333
C4255696	DB01333
C0058279	DB01336
C0066465	DB01336
C0030310	DB01337
C0030311	DB01337
C0071102	DB01338
C0242531	DB01339
C0055723	DB01340
C0886706	DB01340
C0071686	DB01344
C0137904	DB01344
C0379624	DB01344
C0032821	DB01345
C4256169	DB01346
C0075007	DB01348
C1528845	DB01348
C0288697	DB01349
C0662811	DB01349
C0002640	DB01351
C0004740	DB01351
C0591086	DB01351
C4255694	DB01351
C0051241	DB01352
C4255693	DB01352
C0054249	DB01353
C4255692	DB01353
C0019217	DB01354
C0950879	DB01354
C4255690	DB01354
C4255691	DB01354
C0019469	DB01355
C0023870	DB01356
C3495095	DB01356
C0025506	DB01357
C0019836	DB01359
C0030812	DB01359
C0306609	DB01359
C0022005	DB01362
C0390643	DB01363
C0014479	DB01364
C0025380	DB01365
C0072032	DB01366
C0525678	DB01367
C0756081	DB01369
C0002367	DB01370
C0006675	DB01373
C0024477	DB01377
C4255689	DB01377
C0024467	DB01378
C0056391	DB01380
C0591297	DB01380
C1135150	DB01380
C0772125	DB01381
C3652574	DB01381
C0351000	DB01382
C0030454	DB01384
C4255688	DB01384
C0286185	DB01388
C0074722	DB01390
C0724441	DB01392
C0005330	DB01393
C0591179	DB01393
C0795715	DB01393
C4082792	DB01393
C4255687	DB01393
C0009262	DB01394
C0043822	DB01395
C0012258	DB01396
C0719578	DB01396
C0126789	DB01397
C2698005	DB01397
C0073983	DB01399
C0702072	DB01399
C0027679	DB01400
C0719064	DB01401
C0723894	DB01401
C0878190	DB01401
C0025678	DB01403
C0873137	DB01404
C0873138	DB01404
C0874065	DB01404
C1119918	DB01404
C2948830	DB01404
C0076075	DB01405
C0010961	DB01406
C0813502	DB01406
C0008932	DB01407
C0052944	DB01408
C0213771	DB01409
C0907850	DB01410
C0069551	DB01411
C0526058	DB01411
C0039763	DB01412
C0055003	DB01413
C0007714	DB01414
C4255686	DB01414
C0055014	DB01415
C0055011	DB01416
C0000956	DB01418
C0052135	DB01419
C0039607	DB01420
C1515324	DB01420
C0030576	DB01421
C0068881	DB01422
C0075227	DB01423
C4255685	DB01423
C0002586	DB01424
C0051162	DB01425
C0137308	DB01425
C0001888	DB01426
C0002697	DB01427
C4255684	DB01427
C0069803	DB01428
C0003639	DB01429
C4255683	DB01429
C0002164	DB01430
C0002158	DB01431
C0008402	DB01432
C0025607	DB01433
C2698379	DB01433
C0045071	DB01434
C0003420	DB01435
C0044410	DB01436
C4255681	DB01436
C0017845	DB01437
C0702179	DB01437
C0031379	DB01438
C4305979	DB01439
C0000503	DB01440
C0673093	DB01440
C0615748	DB01441
C0066661	DB01442
C0115471	DB01442
C4305956	DB01443
C1880335	DB01444
C4306008	DB01444
C4306010	DB01444
C0006360	DB01445
C0063517	DB01446
C0097249	DB01447
C4305955	DB01448
C0045027	DB01450
C4305954	DB01451
C0011892	DB01452
C4305953	DB01453
C0115471	DB01454
C4305952	DB01455
C0049063	DB01456
C1453930	DB01458
C0053535	DB01459
C4305951	DB01460
C0058194	DB01461
C0116608	DB01461
C0015132	DB01462
C0060157	DB01463
C1880872	DB01464
C0045563	DB01465
C0012495	DB01466
C0015109	DB01466
C0045562	DB01467
C1880576	DB01468
C2699531	DB01469
C4305950	DB01470
C0368780	DB01471
C0048451	DB01472
C2698384	DB01473
C4305949	DB01474
C1880340	DB01475
C0120735	DB01476
C4305835	DB01477
C0048689	DB01478
C4305791	DB01478
C4305790	DB01479
C4490337	DB01479
C0056851	DB01480
C1957374	DB01481
C4305789	DB01481
C0060167	DB01482
C0771951	DB01482
C0004743	DB01483
C0045561	DB01484
C3816448	DB01485
C0031495	DB01486
C0069021	DB01486
C0059059	DB01487
C0027183	DB01488
C0006795	DB01489
C0002589	DB01490
C0058410	DB01491
C0015099	DB01493
C0301404	DB01494
C0057831	DB01495
C4305788	DB01496
C0015134	DB01497
C2346722	DB01498
C2698068	DB01499
C2736451	DB01500
C0057981	DB01501
C2699620	DB01502
C4305787	DB01503
C1880590	DB01505
C0044598	DB01506
C0000379	DB01509
C4305760	DB01510
C0055353	DB01511
C4255680	DB01511
C2983998	DB01512
C4305640	DB01513
C0060855	DB01514
C0053258	DB01515
C4305759	DB01516
C2698364	DB01518
C0044091	DB01520
C0172467	DB01521
C2698377	DB01522
C2699374	DB01523
C0524764	DB01524
C0058916	DB01525
C4305758	DB01526
C0013007	DB01528
C4305757	DB01528
C0011817	DB01529
C0591940	DB01529
C4305756	DB01530
C2827133	DB01531
C4306019	DB01531
C4305761	DB01532
C0663393	DB01533
C4284424	DB01534
C0054797	DB01535
C0002860	DB01536
C0656901	DB01537
C3652939	DB01538
C0044609	DB01539
C4305725	DB01540
C0057296	DB01541
C1956321	DB01541
C2348426	DB01542
C4305724	DB01543
C4489761	DB01543
C0016296	DB01544
C0699927	DB01544
C0059772	DB01545
C4255679	DB01545
C0207881	DB01546
C0058763	DB01547
C0012572	DB01548
C0044103	DB01549
C0060194	DB01550
C4255678	DB01550
C0058056	DB01551
C4255677	DB01551
C2698378	DB01552
C0055964	DB01553
C2932315	DB01554
C4305704	DB01554
C3536877	DB01555
C0008283	DB01556
C0051417	DB01557
C4305703	DB01557
C0006213	DB01558
C4255676	DB01558
C0009073	DB01559
C4255675	DB01559
C0054876	DB01560
C0002860	DB01561
C4305702	DB01562
C0008161	DB01563
C0006790	DB01564
C0012305	DB01565
C0047006	DB01566
C0060485	DB01567
C4255674	DB01567
C4305701	DB01568
C0060670	DB01569
C0116568	DB01569
C0244391	DB01570
C0047589	DB01571
C4305676	DB01572
C4305675	DB01573
C0052657	DB01574
C0521943	DB01574
C0022499	DB01575
C0353902	DB01575
C0011812	DB01576
C0025611	DB01577
C0805891	DB01577
C0025869	DB01578
C0070549	DB01579
C0030040	DB01580
C0038684	DB01581
C0038686	DB01582
C0145867	DB01583
C0936106	DB01583
C0040123	DB01584
C0042105	DB01586
C0178882	DB01586
C0718244	DB01586
C0064304	DB01587
C4255673	DB01587
C0032910	DB01588
C0878010	DB01588
C0072828	DB01589
C0720023	DB01589
C0541315	DB01590
C1099677	DB01591
C0302583	DB01592
C0876769	DB01592
C1166521	DB01592
C3186047	DB01592
C3245083	DB01592
C0043481	DB01593
C2346521	DB01593
C0164835	DB01594
C0028126	DB01595
C0591820	DB01595
C0700009	DB01595
C0877991	DB01595
C1263596	DB01595
C1263601	DB01595
C1263605	DB01595
C1564431	DB01595
C1564433	DB01595
C4255651	DB01595
C4255652	DB01595
C4255653	DB01595
C4255654	DB01595
C4255655	DB01595
C4255656	DB01595
C4255657	DB01595
C4255658	DB01595
C4255659	DB01595
C4255660	DB01595
C4255661	DB01595
C4255662	DB01595
C4255663	DB01595
C4255664	DB01595
C4255665	DB01595
C4255666	DB01595
C4255667	DB01595
C4255668	DB01595
C4255669	DB01595
C4255670	DB01595
C4255671	DB01595
C4255672	DB01595
C0008777	DB01597
C0020933	DB01598
C0886855	DB01598
C0033215	DB01599
C0591745	DB01599
C0700782	DB01599
C0700784	DB01599
C1564207	DB01599
C4255647	DB01599
C4255648	DB01599
C4255649	DB01599
C4255650	DB01599
C0076653	DB01600
C0674432	DB01601
C0052865	DB01602
C0025643	DB01603
C0032032	DB01604
C0002436	DB01605
C0075870	DB01606
C0149233	DB01606
C4255645	DB01606
C0040193	DB01607
C0033459	DB01608
C0971122	DB01609
C1609706	DB01609
C1619629	DB01609
C0909381	DB01610
C0969586	DB01610
C4255644	DB01610
C0020336	DB01611
C4255642	DB01611
C4255643	DB01611
C0002711	DB01612
C2987740	DB01612
C0014758	DB01613
C0000959	DB01614
C0608826	DB01615
C0051528	DB01616
C0026388	DB01618
C0733813	DB01618
C0070563	DB01619
C0307019	DB01619
C0699936	DB01619
C0031408	DB01620
C0031968	DB01621
C4255641	DB01621
C0039936	DB01622
C0039955	DB01623
C0376160	DB01624
C0301373	DB01625
C0030557	DB01626
C4255639	DB01626
C4255640	DB01626
C0023726	DB01627
C0972314	DB01628
C4255638	DB01628
C0037688	DB01638
C0061202	DB01645
C0965618	DB01656
C2980159	DB01656
C4049065	DB01685
C0011185	DB01708
C0055151	DB01718
C0006809	DB01744
C0772258	DB01744
C1101425	DB01744
C2948081	DB01744
C0756085	DB01764
C0030342	DB01783
C0178793	DB01783
C0072225	DB01839
C0962559	DB01873
C0053233	DB01878
C0063217	DB01892
C0017725	DB01914
C1165353	DB01914
C0073561	DB01954
C0039350	DB01956
C0009140	DB01992
C0009226	DB01992
C0033532	DB02056
C0014654	DB02187
C3853843	DB02292
C0065767	DB02300
C0720029	DB02300
C0022237	DB02325
C0046319	DB02342
C4518887	DB02381
C4518888	DB02381
C4519132	DB02381
C0076808	DB02383
C0040096	DB02513
C3529430	DB02513
C0016904	DB02530
C0672708	DB02546
C1738860	DB02546
C0145185	DB02638
C0055568	DB02659
C0028027	DB02701
C0016875	DB02703
C0369246	DB02703
C4255637	DB02703
C0073096	DB02709
C1101322	DB02709
