cui	hgnc_id	symbol	entrez_id
C2239883	HGNC:31911	RGL4	266747
C2239884	HGNC:21965	RGP1	9827
C2239885	HGNC:33519	RHOXF2B	727940
C2239886	HGNC:26814	RILPL1	353116
C2239887	HGNC:28787	RILPL2	196383
C2239888	HGNC:29344	RIMBP3	85376
C2239889	HGNC:33891	RIMBP3B	440804
C2239890	HGNC:33892	RIMBP3C	150221
C2239891	HGNC:27089	CARMIL2	146206
C2239892	HGNC:33911	RNASEK	440400
C2239894	HGNC:33988	RNF11P1	100131695
C2239895	HGNC:28037	RNF181	51255
C2239896	HGNC:25420	RNF208	727800
C2239897	HGNC:27729	RNF212	285498
C2239898	HGNC:25335	RNF214	257160
C2239899	HGNC:33434	RNF215	200312
C2239901	HGNC:30206	RNFT1	51136
C2239902	HGNC:33969	RP9P	441212
C2239903	HGNC:32387	ARL17B	100506084
C2239904	HGNC:21706	ARMC10	83787
C2239905	HGNC:26321	ASPRV1	151516
C2239906	HGNC:29357	ASXL3	80816
C2239907	HGNC:29028	ATG2A	23130
C2239908	HGNC:31123	ATG3P1	100135756
C2239910	HGNC:29034	ATMIN	23300
C2239911	HGNC:33460	RPL35AP4	100048922
C2239912	HGNC:27362	RSPH10B	222967
C2239913	HGNC:30559	RSRC2	65117
C2239914	HGNC:30286	RUNDC3B	154661
C2239916	HGNC:30403	SCAF1	58506
C2239917	HGNC:33614	SCARNA27	100124533
C2239919	HGNC:29006	SEC16A	9919
C2239920	HGNC:30605	SEPSECS	51091
C2239921	HGNC:33280	SEPT14	346288
C2239922	HGNC:10759	SERP1	27230
C2239923	HGNC:30088	SETD8P1	57108
C2239924	HGNC:26716	SREK1IP1	285672
C2239925	HGNC:24454	SEM1P1	153842
C2239926	HGNC:32926	SIGLEC14	100049587
C2239927	HGNC:33696	SKP1P1	6922
C2239928	HGNC:33492	SLC9A3P3	728990
C2239930	HGNC:25582	SLC38A7	55238
C2239931	HGNC:32434	SLC38A8	146167
C2239932	HGNC:26907	SLC38A9	153129
C2239933	HGNC:28237	SLC38A10	124565
C2239934	HGNC:26836	SLC38A11	151258
C2239935	HGNC:27501	SLC46A3	283537
C2239936	HGNC:33920	SLFN12L	100506736
C2239937	HGNC:30586	SMAD5-AS1	9597
C2239938	HGNC:25082	SMAP2	64744
C2239940	HGNC:33620	SNORA11B	100124539
C2239941	HGNC:33621	SNORA11C	100124540
C2239942	HGNC:33622	SNORA11D	100124541
C2239943	HGNC:33616	SNORA36C	100124535
C2239944	HGNC:33617	SNORA38B	100124536
C2239945	HGNC:33618	SNORA70B	100124537
C2239946	HGNC:33619	SNORA70C	100124538
C2239947	HGNC:33615	SNORA84	100124534
C2239948	HGNC:33571	SNORD11B	100113392
C2239949	HGNC:33573	SNORD12B	100113393
C2239950	HGNC:33570	SNORD19B	100113381
C2239951	HGNC:33613	SNORD58C	100124516
C2239952	HGNC:33572	SNORD105B	100113382
C2239953	HGNC:33579	SNORD111B	100113402
C2239954	HGNC:32451	ATP5MFP4	654485
C2239955	HGNC:33611	ATP5MFP5	654484
C2239956	HGNC:33612	ATP5MFP6	654486
C2239957	HGNC:25496	DMAC2	55101
C2239958	HGNC:33279	ATXN1L	342371
C2239959	HGNC:33021	SNORD115-2	100033437
C2239960	HGNC:33022	SNORD115-3	100033440
C2239961	HGNC:33023	SNORD115-4	100033441
C2239962	HGNC:33024	SNORD115-5	100033442
C2239963	HGNC:33025	SNORD115-6	100033443
C2239964	HGNC:33026	SNORD115-7	100033444
C2239965	HGNC:33027	SNORD115-8	100033445
C2239966	HGNC:33028	SNORD115-9	100033446
C2239967	HGNC:33029	SNORD115-10	100033447
C2239968	HGNC:33030	SNORD115-11	100033448
C2239969	HGNC:33031	SNORD115-12	100033449
C2239970	HGNC:33032	SNORD115-13	100033450
C2239971	HGNC:33033	SNORD115-14	100033451
C2239972	HGNC:33034	SNORD115-15	100033453
C2239973	HGNC:33035	SNORD115-16	100033454
C2239974	HGNC:33036	SNORD115-17	100033455
C2239975	HGNC:33037	SNORD115-18	100033456
C2239976	HGNC:33038	SNORD115-19	100033458
C2239977	HGNC:33039	SNORD115-20	100033460
C2239978	HGNC:33040	SNORD115-21	100033603
C2239979	HGNC:33041	SNORD115-22	100033799
C2239980	HGNC:33042	SNORD115-23	100033800
C2239981	HGNC:33044	SNORD115-25	100033801
C2239982	HGNC:33045	SNORD115-26	100033802
C2239983	HGNC:33048	SNORD115-29	100033803
C2239984	HGNC:33049	SNORD115-30	100033804
C2239985	HGNC:33050	SNORD115-31	100033805
C2239986	HGNC:33051	SNORD115-32	100033806
C2239987	HGNC:33052	SNORD115-33	100033807
C2239988	HGNC:33053	SNORD115-34	100033808
C2239989	HGNC:33054	SNORD115-35	100033809
C2239990	HGNC:33055	SNORD115-36	100033810
C2239991	HGNC:33056	SNORD115-37	100033811
C2239992	HGNC:33057	SNORD115-38	100033812
C2239993	HGNC:33058	SNORD115-39	100033813
C2239994	HGNC:33059	SNORD115-40	100033814
C2239995	HGNC:33060	SNORD115-41	100033815
C2239996	HGNC:33061	SNORD115-42	100033816
C2239997	HGNC:33062	SNORD115-43	100033817
C2239998	HGNC:33063	SNORD115-44	100033818
C2239999	HGNC:33343	SNORD115-48	100033822
C2240000	HGNC:33067	SNORD116-1	100033413
C2240001	HGNC:33068	SNORD116-2	100033414
C2240002	HGNC:33069	SNORD116-3	100033415
C2240003	HGNC:33070	SNORD116-4	100033416
C2240004	HGNC:33071	SNORD116-5	100033417
C2240005	HGNC:33072	SNORD116-6	100033418
C2240006	HGNC:33073	SNORD116-7	100033419
C2240007	HGNC:33074	SNORD116-8	100033420
C2240008	HGNC:33075	SNORD116-9	100033421
C2240009	HGNC:33076	SNORD116-10	100033422
C2240010	HGNC:33077	SNORD116-11	100033423
C2240011	HGNC:33078	SNORD116-12	100033424
C2240012	HGNC:33079	SNORD116-13	100033425
C2240013	HGNC:33080	SNORD116-14	100033426
C2240014	HGNC:33081	SNORD116-15	100033427
C2240015	HGNC:33082	SNORD116-16	100033428
C2240016	HGNC:33083	SNORD116-17	100033429
C2240017	HGNC:33084	SNORD116-18	100033430
C2240018	HGNC:33085	SNORD116-19	727708
C2240019	HGNC:33086	SNORD116-20	100033431
C2240020	HGNC:33087	SNORD116-21	100033432
C2240021	HGNC:33088	SNORD116-22	100033433
C2240022	HGNC:33089	SNORD116-23	100033434
C2240023	HGNC:33090	SNORD116-24	100033435
C2240024	HGNC:33091	SNORD116-25	100033436
C2240025	HGNC:33092	SNORD116-26	100033438
C2240026	HGNC:33093	SNORD116-27	100033439
C2240027	HGNC:33347	SNORD116-28	100033820
C2240028	HGNC:33348	SNORD116-29	100033821
C2240029	HGNC:33558	SNORD119	100113378
C2240030	HGNC:33560	SNORD121A	100113379
C2240031	HGNC:33569	SNORD121B	101340252
C2240032	HGNC:33562	SNORD123	100113384
C2240033	HGNC:33563	SNORD124	101340251
C2240034	HGNC:33564	SNORD125	100113380
C2240035	HGNC:33565	SNORD126	100113391
C2240036	HGNC:33555	SNORD127	100113389
C2240037	HGNC:26423	SNX32	254122
C2240038	HGNC:29256	SOBP	55084
C2240039	HGNC:33342	SPAG11A	653423
C2240040	HGNC:33472	SPG37	100049159
C2240041	HGNC:33485	SPG38	100049707
C2240042	HGNC:27040	SPIN4	139886
C2240043	HGNC:30621	SPNS1	83985
C2240044	HGNC:26992	SPNS2	124976
C2240045	HGNC:27934	SPOPL	339745
C2240046	HGNC:25812	SRD5A3	79644
C2240048	HGNC:22263	SSX2B	727837
C2240049	HGNC:33520	ST20	400410
C2240050	HGNC:33852	STAG3L1	54441
C2240051	HGNC:33886	STAG3L2	442582
C2240052	HGNC:33845	STAG3L3	442578
C2240053	HGNC:33887	STAG3L4	64940
C2240055	HGNC:33543	SULT1C3	442038
C2240056	HGNC:30659	SULT1D1P	133150
C2240057	HGNC:33433	SULT6B1	391365
C2240058	HGNC:33152	SUMO1P5	474341
C2240059	HGNC:33981	SUPT4H1P1	100190947
C2240060	HGNC:31388	SUPT16HP1	400011
C2240061	HGNC:33889	SUSD2P1	729568
C2240062	HGNC:11500	SYNGR2P1	283698
C2240063	HGNC:33947	SYNGR2P2	138916
C2240065	HGNC:26887	TAPT1	202018
C2240066	HGNC:28745	TBC1D26	353149
C2240067	HGNC:28104	TBC1D27P	96597
C2240068	HGNC:26858	TBC1D28	254272
C2240069	HGNC:24509	TBC1D29	26083
C2240070	HGNC:29164	TBC1D30	23329
C2240071	HGNC:29457	ELOCP3	644540
C2240073	HGNC:28482	TCTEX1D2	255758
C2240074	HGNC:32315	TCTEX1D4	343521
C2240075	HGNC:25044	TDRD12	91646
C2240076	HGNC:26554	TEKT5	146279
C2240077	HGNC:33356	TEX28P1	728447
C2240078	HGNC:33357	TEX28P2	653363
C2240079	HGNC:30730	TGIF1P1	126052
C2240080	HGNC:33317	TGIF2P1	126826
C2240084	HGNC:17802	TIMM8AP1	399520
C2240086	HGNC:32350	TMEM82	388595
C2240087	HGNC:21697	TMEM120A	83862
C2240088	HGNC:32008	TMEM120B	144404
C2240089	HGNC:33744	TMEM179B	374395
C2240090	HGNC:33458	TMEM183AP1	100048909
C2240091	HGNC:28797	TMEM184A	202915
C2240092	HGNC:1310	TMEM184B	25829
C2240095	HGNC:29632	TMEM190	147744
C2240096	HGNC:25317	TMEM191A	84222
C2240097	HGNC:33600	TMEM191B	728229
C2240098	HGNC:33601	TMEM191C	645426
C2240099	HGNC:26775	TMEM192	201931
C2240100	HGNC:29001	NEMP1	23306
C2240101	HGNC:33700	NEMP2	100131211
C2240102	HGNC:33784	AGMO	392636
C2240103	HGNC:22431	TMEM196	256130
C2240104	HGNC:33704	TMEM198	130612
C2240105	HGNC:21075	TMEM200A	114801
C2240106	HGNC:33785	TMEM200B	399474
C2240107	HGNC:33719	TMEM201	199953
C2240108	HGNC:33733	TMEM202	338949
C2240109	HGNC:28217	TMEM203	94107
C2240110	HGNC:29631	TMEM205	374882
C2240111	HGNC:33705	TMEM207	131920
C2240112	HGNC:25015	TMEM208	29100
C2240113	HGNC:21898	TMEM209	84928
C2240116	HGNC:24162	TPPP3	51673
C2240118	HGNC:26698	TRIML1	339976
C2240119	HGNC:26378	TRIML2	205860
C2240120	HGNC:20900	TRMT6	51605
C2240132	HGNC:34000	TTLL8	164714
C2240133	HGNC:24071	TUBA3D	113457
C2240134	HGNC:20765	TUBA3E	112714
C2240135	HGNC:19965	TXNDC16	57544
C2240136	HGNC:33908	TYW1B	441250
C2240137	HGNC:33349	UBE2D3P1	100037280
C2240138	HGNC:30565	UBFD1	56061
C2240139	HGNC:31967	UCKL1-AS1	100113386
C2240140	HGNC:29102	UHRF1BP1L	23074
C2240141	HGNC:13482	UNC93B2	641922
C2240142	HGNC:13483	UNC93B3	285296
C2240143	HGNC:13484	UNC93B4	643384
C2240144	HGNC:33194	UNCX	340260
C2240145	HGNC:23773	USF1P1	100151645
C2240146	HGNC:33272	USP10P2	780778
C2240147	HGNC:33208	VN2R2P	100033391
C2240148	HGNC:33209	VN2R3P	100033392
C2240151	HGNC:33212	VN2R6P	100033395
C2240152	HGNC:33213	VN2R7P	100033396
C2240154	HGNC:33215	VN2R9P	648315
C2240155	HGNC:33216	VN2R10P	100033398
C2240156	HGNC:33217	VN2R11P	100033399
C2240157	HGNC:33218	VN2R12P	100033400
C2240158	HGNC:33219	VN2R13P	100033401
C2240159	HGNC:33220	VN2R14P	100033402
C2240160	HGNC:33221	VN2R15P	100033403
C2240161	HGNC:33222	VN2R16P	100033404
C2240162	HGNC:33223	VN2R17P	649186
C2240163	HGNC:33224	VN2R18P	100033406
C2240164	HGNC:33225	VN2R19P	100033407
C2240165	HGNC:33226	VN2R20P	100033408
C2240166	HGNC:33938	VN2R21P	100127050
C2240167	HGNC:33595	VSTM2B	342865
C2240168	HGNC:27088	VWA3A	146177
C2240169	HGNC:28385	VWA3B	200403
C2240171	HGNC:24361	WASHC1	100287171
C2240172	HGNC:33884	WASH5P	375690
C2240173	HGNC:31685	WASH6P	653440
C2240174	HGNC:26250	WBP11P1	441818
C2240175	HGNC:23745	WDR38	401551
C2240176	HGNC:33513	WDR82P2	441891
C2240177	HGNC:26999	WDR88	126248
C2240178	HGNC:24997	WDR91	29062
C2240179	HGNC:26924	WDR93	56964
C2240180	HGNC:29060	WSCD1	23302
C2240181	HGNC:29117	WSCD2	9671
C2240182	HGNC:22635	YBX1P2	646531
C2240183	HGNC:27158	YDJC	150223
C2240184	HGNC:30564	YWHAZP5	86123
C2240185	HGNC:26245	ZBBX	79740
C2240186	HGNC:25091	ZC3H18	124245
C2240187	HGNC:32459	ZCCHC18	644353
C2240188	HGNC:29313	ZDBF2	57683
C2240189	HGNC:26461	ZDHHC8P1	150244
C2240190	HGNC:33456	ZDHHC20P1	100048907
C2240191	HGNC:33457	ZDHHC20P2	100048908
C2240192	HGNC:33346	ZEB2P1	100420926
C2240193	HGNC:33992	ZFAT-AS1	594840
C2240195	HGNC:13079	ZNF285	26974
C2240196	HGNC:33262	ZNF285B	147711
C2240198	HGNC:33722	ZNF385C	201181
C2240200	HGNC:29212	ZNF512B	57473
C2240201	HGNC:24123	B9D1	27077
C2240202	HGNC:28636	B9D2	80776
C2240204	HGNC:33461	DDX39BP2	100048923
C2240205	HGNC:28915	BATF3	55509
C2240206	HGNC:27050	BCDIN3D	144233
C2240207	HGNC:33624	BCL2L15	440603
C2240208	HGNC:31044	BDP1P	724038
C2240209	HGNC:24163	BEGAIN	57596
C2240210	HGNC:27990	BEX5	340542
C2240211	HGNC:29365	ZNF518B	85460
C2240213	HGNC:32468	ZNF737	100129842
C2240215	HGNC:33257	ZNF813	126017
C2240216	HGNC:33258	ZNF814	730051
C2240219	HGNC:33265	ZNF818P	390963
C2240220	HGNC:28043	ZNF821	55565
C2240221	HGNC:30936	ZNF823	55552
C2240222	HGNC:33875	ZNF826P	664701
C2240223	HGNC:12997	ZSCAN10	84891
C2240224	HGNC:26993	ZSWIM7	125150
C2240226	HGNC:24086	A1CF	29974
C2240227	HGNC:33894	POTEC	388468
C2240228	HGNC:33905	POTEF	728378
C2240229	HGNC:23993	AASDH	132949
C2240230	HGNC:33352	ABCC6P1	653190
C2240231	HGNC:33353	ABCC6P2	730013
C2240232	HGNC:23652	BMS1P4	729096
C2240233	HGNC:19837	ABHD12B	145447
C2240234	HGNC:33541	BRD7P2	647076
C2240235	HGNC:24171	BRD7P3	23629
C2240236	HGNC:33533	BRI3P1	730010
C2240237	HGNC:32543	BRI3P2	441630
C2240238	HGNC:32544	BRI3P3	100101554
C2240241	HGNC:26800	C1orf216	127703
C2240244	HGNC:33805	C1orf220	400798
C2240246	HGNC:1266	C2CD2	25966
C2240247	HGNC:24564	C2CD3	26005
C2240248	HGNC:26216	C2orf54	79919
C2240249	HGNC:33454	KIAA1211L	343990
C2240250	HGNC:28816	NDUFAF7	55471
C2240251	HGNC:28563	TEX44	165100
C2240252	HGNC:28543	CYP1B1-AS1	285154
C2240254	HGNC:26754	TYW5	129450
C2240255	HGNC:26850	STPG4	285051
C2240256	HGNC:25062	CATIP	375307
C2240257	HGNC:26453	CLHC1	130162
C2240258	HGNC:33848	COA5	493753
C2240259	HGNC:25183	M1AP	130951
C2240260	HGNC:33809	C2orf66	401027
C2240261	HGNC:26310	KANSL1L	151050
C2240262	HGNC:24763	C3orf67	200844
C2240263	HGNC:28783	CMC1	152100
C2240264	HGNC:28712	STPG2	285555
C2240268	HGNC:25751	TRAPPC11	60684
C2240270	HGNC:26658	POC5	134359
C2240271	HGNC:33547	FNDC9	408263
C2240273	HGNC:25801	C5orf42	65250
C2240276	HGNC:33769	C6orf222	389384
C2240277	HGNC:28692	C6orf223	221416
C2240279	HGNC:22421	C7orf50	84310
C2240282	HGNC:22036	LSMEM1	286006
C2240283	HGNC:24158	SND1-IT1	27099
C2240284	HGNC:26946	FMC1	154791
C2240285	HGNC:22247	C7orf57	136288
C2240286	HGNC:26159	CPED1	79974
C2240287	HGNC:33550	NUGGC	389643
C2240291	HGNC:31438	C9orf147	100133204
C2240295	HGNC:32697	SKIDA1	387640
C2240296	HGNC:33859	FAM196A	642938
C2240298	HGNC:26034	SDHAF2	54949
C2240299	HGNC:26197	C11orf80	79703
C2240301	HGNC:26351	DDIAS	220042
C2240302	HGNC:26901	OTOGL	283310
C2240303	HGNC:26784	C12orf65	91574
C2240304	HGNC:33793	ATP11AUN	400165
C2240305	HGNC:33795	C14orf180	400258
C2240307	HGNC:33488	CCDC9B	388115
C2240308	HGNC:33796	C15orf53	400359
C2240309	HGNC:33797	C15orf54	400360
C2240310	HGNC:33868	C15orf56	644809
C2240311	HGNC:24641	VPS35L	57020
C2240312	HGNC:30755	C16orf82	162083
C2240314	HGNC:33799	ZC3H18-AS1	400555
C2240315	HGNC:33755	C16orf86	388284
C2240316	HGNC:33504	SCIMP	388325
C2240319	HGNC:27901	OXLD1	339229
C2240321	HGNC:31690	C18orf32	497661
C2240324	HGNC:26098	REX1BD	55049
C2240325	HGNC:25763	SMG9	56006
C2240326	HGNC:25008	BABAM1	29086
C2240327	HGNC:27609	EMC10	284361
C2240330	HGNC:33166	LINC00165	727701
C2240332	HGNC:27012	C22orf39	128977
C2240333	HGNC:31134	CAP1P1	401076
C2240334	HGNC:31970	CAP1P2	399748
C2240335	HGNC:25695	CARS2	79587
C2240336	HGNC:33950	CBX3P1	159770
C2240337	HGNC:33278	CBY3	646019
C2240338	HGNC:29253	CC2D2A	57545
C2240339	HGNC:33629	CCDC61	729440
C2240340	HGNC:33584	BICDL2	146439
C2240341	HGNC:22225	CCDC136	64753
C2240342	HGNC:33451	CCDC137	339230
C2240343	HGNC:33459	CCDC137P	642802
C2240344	HGNC:26531	CCDC138	165055
C2240345	HGNC:26514	CCDC140	151278
C2240346	HGNC:26821	CCDC141	285025
C2240347	HGNC:25889	CCDC142	84865
C2240348	HGNC:29072	CCDC144A	9720
C2240349	HGNC:26704	CCDC144B	284047
C2240351	HGNC:29296	CCDC146	57639
C2240352	HGNC:25191	CCDC148	130940
C2240353	HGNC:25405	CCDC149	91050
C2240354	HGNC:33869	CCNI2	645121
C2240355	HGNC:26868	CCNYL1	151195
C2240356	HGNC:33206	CCNYL3	102724928
C2240358	HGNC:15553	CCT8L2	150160
C2240359	HGNC:16848	CD300LD	100131439
C2240360	HGNC:27288	ACSF3	197322
C2240361	HGNC:32017	ACSM2A	123876
C2240362	HGNC:32016	ACSM4	341392
C2240363	HGNC:26060	ACSM5	54988
C2240364	HGNC:24723	ACSS3	79611
C2240365	HGNC:33971	ACTBP11	644220
C2240366	HGNC:30713	ADAD1	132612
C2240367	HGNC:30714	ADAD2	161931
C2240368	HGNC:212	ADAM5	255926
C2242461	HGNC:33477	FEB5	619398
C2242462	HGNC:33478	FEB6	619397
C2242465	HGNC:33243	MRT4	100009675
C2242466	HGNC:20094	PFM3	619475
C2242467	HGNC:33483	PSORS6	63869
C2242767	HGNC:29168	RPGRIP1L	23322
C2242852	HGNC:31960	GAGE2E	26749
C2243119	HGNC:33499	ATRIP	84126
C2266648	HGNC:29113	GRAMD4	23151
C2608049	HGNC:30764	TRAIP	10293
C2608050	HGNC:34404	KNOP1	400506
C2673188	HGNC:24351	PHRF1	57661
C2673202	HGNC:24885	GREB1	9687
C2673256	HGNC:25878	PRR5L	79899
C2674784	HGNC:37183	TLX1NB	100038246
C2675196	HGNC:14058	CELF5	60680
C2675209	HGNC:34024	TIFAB	497189
C2675234	HGNC:30215	MACC1	346389
C2675889	HGNC:30728	NSA2	10412
C2675903	HGNC:28319	PEBP4	157310
C2676276	HGNC:25033	LRTOMT	220074
C2676509	HGNC:35123	FOXI3	344167
C2676726	HGNC:33426	GGTLC3	728226
C2676768	HGNC:27456	LINC00294	283267
C2677154	HGNC:33906	BSPH1	100131137
C2677155	HGNC:34232	HULC	728655
C2677316	HGNC:29663	MSMP	692094
C2677317	HGNC:24825	MLST8	64223
C2677318	HGNC:26035	SLC48A1	55652
C2677479	HGNC:29902	NFE4	58160
C2677502	HGNC:37212	KLLN	100144748
C2677530	HGNC:29956	SLC51B	123264
C2677531	HGNC:29955	SLC51A	200931
C2677566	HGNC:37239	PIRT	644139
C2677573	HGNC:24160	BEAN1	146227
C2677581	HGNC:33714	FITM1	161247
C2677742	HGNC:24904	MOB2	81532
C2677743	HGNC:30832	TRAPPC9	83696
C2677835	HGNC:17495	GJC3	349149
C2677838	HGNC:34518	VOPP1	81552
C2678009	HGNC:4111	XAGE1A	653220
C2678513	HGNC:16995	GJA10	84694
C2678520	HGNC:26934	NOP16	51491
C2678521	HGNC:15911	NOP56	10528
C2678522	HGNC:29926	NOP58	51602
C2678523	HGNC:35124	NOS2P3	339256
C2678524	HGNC:33832	NPIPB7	440350
C2678525	HGNC:34409	NPIPB15	440348
C2678526	HGNC:28989	NPIPB3	23117
C2678527	HGNC:33843	NRARP	441478
C2678528	HGNC:25208	NTN5	126147
C2678529	HGNC:34396	OCM2	4951
C2678530	HGNC:34388	ODF3B	440836
C2678531	HGNC:8296	OR4E1	26687
C2678532	HGNC:15359	OR4Q2	390432
C2678533	HGNC:15047	OR5AC1	81431
C2678534	HGNC:14844	OR5AL1	79482
C2678535	HGNC:15287	OR5G3	81193
C2678536	HGNC:15311	OR8J2	81169
C2678537	HGNC:15350	OR11H7	390441
C2678538	HGNC:15024	OR14A2	388761
C2678539	HGNC:15022	OR14A16	284532
C2678540	HGNC:15026	OR14C36	127066
C2678541	HGNC:19575	OR14I1	401994
C2678542	HGNC:15025	OR14K1	343170
C2678543	HGNC:15023	OR14L1P	127617
C2678544	HGNC:19596	OR52Z1	283110
C2678545	HGNC:24448	OSTC	58505
C2678546	HGNC:30530	OSTCP1	202459
C2678547	HGNC:35457	OTSC9	109729089
C2678548	HGNC:34076	P2RX6P	440799
C2678549	HGNC:28858	P4HTM	54681
C2678550	HGNC:24554	PAMR1	25891
C2678551	HGNC:34510	PARK12	677662
C2678552	HGNC:35426	PATE3	100169851
C2678553	HGNC:35427	PATE4	399968
C2678554	HGNC:27338	PDILT	204474
C2678555	HGNC:35127	PEG3-AS1	100169890
C2678557	HGNC:28042	GSAP	54103
C2678558	HGNC:26215	PLBD1	79887
C2678559	HGNC:27283	PLBD2	196463
C2678560	HGNC:30447	PLD6	201164
C2678561	HGNC:35411	PLEKHM1P1	440456
C2678562	HGNC:34006	PLEKHM3	389072
C2678564	HGNC:33853	POLR2J3	548644
C2678565	HGNC:28195	POLR2J4	84820
C2678566	HGNC:16439	POM121L1P	25812
C2678568	HGNC:35446	POM121L8P	29797
C2678569	HGNC:30080	POM121L9P	29774
C2678570	HGNC:35448	POM121L10P	646074
C2678571	HGNC:35447	POM121L11P	100129643
C2678573	HGNC:33995	PPIAL4C	653598
C2678574	HGNC:33998	PPIAL4D	645142
C2678575	HGNC:33997	PPIAL4E	730262
C2678576	HGNC:33999	PPIAL4F	728945
C2678577	HGNC:33996	PPIAL4G	644591
C2678578	HGNC:23788	PPP4R4	57718
C2678579	HGNC:34077	PPP6CP	100144631
C2678580	HGNC:34393	PRAMEF22	653606
C2678582	HGNC:34302	PRAMENP	649179
C2678583	HGNC:34235	PRINS	100169750
C2678584	HGNC:24754	PRR20A	122183
C2678585	HGNC:34018	PRYP1	442863
C2678586	HGNC:34019	PRYP2	442864
C2678587	HGNC:34020	PRYP3	442865
C2678588	HGNC:34021	PRYP4	442866
C2678589	HGNC:33512	PYDC2	152138
C2678590	HGNC:34417	RAD51AP2	729475
C2678591	HGNC:35202	RASA4B	100271927
C2678592	HGNC:26129	RASAL3	64926
C2678593	HGNC:34028	RBMXP4	100132580
C2678594	HGNC:9953	REG1CP	5969
C2678596	HGNC:29101	ANKLE2	23141
C2678598	HGNC:35240	ANKRD33B	651746
C2678599	HGNC:22467	ANKRD61	100310846
C2678600	HGNC:35241	ANKRD62	342850
C2678602	HGNC:24795	RINL	126432
C2678603	HGNC:34362	RNA5S1	100169751
C2678604	HGNC:34363	RNA5S2	100169753
C2678605	HGNC:34364	RNA5S3	100169754
C2678606	HGNC:34365	RNA5S4	100169755
C2678607	HGNC:34366	RNA5S5	100169756
C2678608	HGNC:34367	RNA5S6	100169757
C2678609	HGNC:34368	RNA5S7	100169758
C2678610	HGNC:34369	RNA5S8	100169759
C2678611	HGNC:34370	RNA5S9	100169760
C2678612	HGNC:34371	RNA5S10	100169761
C2678613	HGNC:34372	RNA5S11	100169762
C2678614	HGNC:34373	RNA5S12	100169763
C2678615	HGNC:34374	RNA5S13	100169764
C2678616	HGNC:34375	RNA5S14	100169765
C2678617	HGNC:34376	RNA5S15	100169766
C2678618	HGNC:34377	RNA5S16	100169767
C2678619	HGNC:34378	RNA5S17	100169768
C2678620	HGNC:34517	RNF222	643904
C2678621	HGNC:34182	RNU5B-2P	100147750
C2678622	HGNC:34183	RNU5B-3P	100147751
C2678623	HGNC:34184	RNU5B-4P	100147752
C2678624	HGNC:34185	RNU5B-5P	100147753
C2678625	HGNC:34186	RNU5B-6P	100147754
C2678630	HGNC:34284	RNU6-7	101954275
C2678631	HGNC:34285	RNU6-8	101954278
C2678632	HGNC:34269	RNU6-9	101954271
C2678673	HGNC:34092	RNU6ATAC2P	100151685
C2678674	HGNC:34093	RNU6ATAC3P	100151686
C2678675	HGNC:34094	RNU6ATAC4P	100151687
C2678676	HGNC:34095	RNU6ATAC5P	100151688
C2678677	HGNC:34033	RNU7-1	100147744
C2678678	HGNC:34098	RNU7-2P	100147745
C2678679	HGNC:34099	RNU7-3P	100147746
C2678680	HGNC:34100	RNU7-4P	100147747
C2678681	HGNC:34101	RNU7-5P	100147748
C2678682	HGNC:34102	RNU7-6P	100147749
C2678683	HGNC:34103	RNU7-7P	100147755
C2678684	HGNC:34104	RNU7-8P	100147756
C2678685	HGNC:34105	RNU7-9P	100147757
C2678686	HGNC:34106	RNU7-10P	100147758
C2678687	HGNC:34107	RNU7-11P	100147759
C2678688	HGNC:34108	RNU7-12P	100147760
C2678689	HGNC:34109	RNU7-13P	100147761
C2678690	HGNC:34110	RNU7-14P	100147762
C2678691	HGNC:34111	RNU7-15P	100147763
C2678692	HGNC:34112	RNU7-16P	100147764
C2678693	HGNC:34113	RNU7-17P	100147765
C2678694	HGNC:34114	RNU7-18P	100147766
C2678695	HGNC:34115	RNU7-19P	100147767
C2678696	HGNC:34116	RNU7-20P	100147768
C2678697	HGNC:34117	RNU7-21P	100147769
C2678698	HGNC:34118	RNU7-22P	100147770
C2678699	HGNC:34119	RNU7-23P	100147771
C2678700	HGNC:34120	RNU7-24P	6074
C2678701	HGNC:34121	RNU7-25P	100147812
C2678702	HGNC:34122	RNU7-26P	100147813
C2678703	HGNC:34123	RNU7-27P	100147814
C2678704	HGNC:34124	RNU7-28P	100147815
C2678705	HGNC:34125	RNU7-29P	100147816
C2678706	HGNC:34126	RNU7-30P	100147817
C2678707	HGNC:34127	RNU7-31P	100147818
C2678708	HGNC:34128	RNU7-32P	100147819
C2678709	HGNC:34129	RNU7-33P	100147820
C2678710	HGNC:34130	RNU7-34P	100147821
C2678711	HGNC:34131	RNU7-35P	100147822
C2678712	HGNC:34132	RNU7-36P	100147823
C2678713	HGNC:34133	RNU7-37P	100147824
C2678714	HGNC:34134	RNU7-38P	100147825
C2678715	HGNC:34135	RNU7-39P	100147826
C2678716	HGNC:34136	RNU7-40P	100147827
C2678717	HGNC:34137	RNU7-41P	100147828
C2678718	HGNC:34138	RNU7-42P	100147829
C2678719	HGNC:34139	RNU7-43P	100147830
C2678720	HGNC:34140	RNU7-44P	100147831
C2678721	HGNC:34141	RNU7-45P	100147832
C2678722	HGNC:34142	RNU7-46P	100147833
C2678723	HGNC:34143	RNU7-47P	100147834
C2678724	HGNC:34144	RNU7-48P	100147835
