cui	hgnc_id	symbol	entrez_id
C1415260	HGNC:4529	GPR79	27200
C1415263	HGNC:4532	HCAR1	27198
C1415264	HGNC:4533	GPR82	27197
C1415265	HGNC:4535	GPR84	53831
C1415266	HGNC:4536	GPR85	54329
C1415268	HGNC:4538	GPR87	53836
C1415269	HGNC:4539	GPR88	54112
C1415273	HGNC:4551	TECR	9524
C1415274	HGNC:4552	GPT	2875
C1415275	HGNC:4553	GPX1	2876
C1415276	HGNC:4554	GPX2	2877
C1415277	HGNC:4555	GPX3	2878
C1415278	HGNC:4556	GPX4	2879
C1415279	HGNC:4557	GPX5	2880
C1415280	HGNC:4558	GPX6	257202
C1415281	HGNC:4559	GPX7	2882
C1415282	HGNC:4560	GPX1P1	441481
C1415283	HGNC:4561	GPX1P2	2884
C1415284	HGNC:4563	GRAP2	9402
C1415285	HGNC:4568	RAPGEF1	2889
C1415286	HGNC:4570	GRHPR	9380
C1415287	HGNC:4571	GRIA1	2890
C1415288	HGNC:4572	GRIA2	2891
C1415289	HGNC:4574	GRIA4	2893
C1415290	HGNC:4575	GRID1	2894
C1415291	HGNC:4576	GRID2	2895
C1415292	HGNC:4577	GRIFIN	402635
C1415293	HGNC:4579	GRIK1	2897
C1415294	HGNC:4580	GRIK2	2898
C1415295	HGNC:4581	GRIK3	2899
C1415296	HGNC:4582	GRIK4	2900
C1415297	HGNC:4583	GRIK5	2901
C1415298	HGNC:4584	GRIN1	2902
C1415299	HGNC:4585	GRIN2A	2903
C1415300	HGNC:4586	GRIN2B	2904
C1415301	HGNC:4587	GRIN2C	2905
C1415302	HGNC:4588	GRIN2D	2906
C1415303	HGNC:4589	GRINA	2907
C1415304	HGNC:4591	ARHGAP35	2909
C1415306	HGNC:4594	GRM2	2912
C1415307	HGNC:4595	GRM3	2913
C1415308	HGNC:4596	GRM4	2914
C1415309	HGNC:4599	GRM7	2917
C1415310	HGNC:4600	GRM8	2918
C1415311	HGNC:4601	GRN	2896
C1415314	HGNC:4609	GRPR	2925
C1415315	HGNC:4610	GRSF1	2926
C1415316	HGNC:4612	GSC	145258
C1415317	HGNC:4613	GSC2	2928
C1415320	HGNC:4616	GSK3A	2931
C1415321	HGNC:4617	GSK3B	2932
C1415322	HGNC:4619	GSM1	2933
C1415323	HGNC:4620	GSN	2934
C1415324	HGNC:4621	GSPT1	2935
C1415325	HGNC:4622	GSPT2	23708
C1415326	HGNC:4623	GSR	2936
C1415327	HGNC:4624	GSS	2937
C1415328	HGNC:4626	GSTA1	2938
C1415329	HGNC:4627	GSTA2	2939
C1415330	HGNC:4628	GSTA3	2940
C1415331	HGNC:4629	GSTA4	2941
C1415335	HGNC:4634	GSTM2	2946
C1415336	HGNC:4635	GSTM3	2947
C1415337	HGNC:4636	GSTM4	2948
C1415338	HGNC:4637	GSTM5	2949
C1415339	HGNC:4640	GSTP1P1	2951
C1415340	HGNC:4642	GSTT2	2953
C1415341	HGNC:4643	GSTZ1	2954
C1415343	HGNC:4654	GTF2F2P1	2964
C1415344	HGNC:4656	GTF2H2	2966
C1415345	HGNC:4657	GTF2H3	2967
C1415346	HGNC:4658	GTF2H4	2968
C1415347	HGNC:4659	GTF2I	2969
C1415348	HGNC:4660	GTF2IP1	2970
C1415349	HGNC:4661	GTF2IRD1	9569
C1415350	HGNC:4662	GTF3A	2971
C1415351	HGNC:4669	GTPBP1	9567
C1415352	HGNC:4670	GTPBP2	54676
C1415353	HGNC:4671	GTS	2973
C1415354	HGNC:4678	GUCA1A	2978
C1415355	HGNC:4679	GUCA1B	2979
C1415356	HGNC:4680	GUCA1C	9626
C1415357	HGNC:4682	GUCA2A	2980
C1415358	HGNC:4683	GUCA2B	2981
C1415359	HGNC:4684	GUCY1A2	2977
C1415360	HGNC:4685	GUCY1A1	2982
C1415361	HGNC:4686	GUCY1B2	2974
C1415362	HGNC:4687	GUCY1B1	2983
C1415363	HGNC:4688	GUCY2C	2984
C1415364	HGNC:4689	GUCY2D	3000
C1415365	HGNC:4690	GUCY2EP	390226
C1415366	HGNC:4691	GUCY2F	2986
C1415367	HGNC:4693	GUK1	2987
C1415368	HGNC:4694	GUK2	2988
C1415369	HGNC:4695	GULOP	2989
C1415372	HGNC:4700	GYG2	8908
C1415374	HGNC:4703	GYPB	2994
C1415375	HGNC:4704	GYPC	2995
C1415376	HGNC:4705	GYPE	2996
C1415377	HGNC:4706	GYS1	2997
C1415378	HGNC:4707	GYS2	2998
C1415379	HGNC:4708	GZMA	3001
C1415380	HGNC:4709	GZMB	3002
C1415381	HGNC:4710	GZMH	2999
C1415382	HGNC:4711	GZMK	3003
C1415383	HGNC:4712	GZMM	3004
C1415384	HGNC:4714	H1F0	3005
C1415385	HGNC:4715	HIST1H1A	3024
C1415386	HGNC:4716	HIST1H1C	3006
C1415387	HGNC:4717	HIST1H1D	3007
C1415388	HGNC:4718	HIST1H1E	3008
C1415389	HGNC:4719	HIST1H1B	3009
C1415390	HGNC:4720	HIST1H1T	3010
C1415391	HGNC:4722	H1FX	8971
C1415392	HGNC:4724	HIST1H2AE	3012
C1415393	HGNC:4725	HIST1H2AI	8329
C1415394	HGNC:4726	HIST1H2AK	8330
C1415395	HGNC:4727	HIST1H2AJ	8331
C1415396	HGNC:4728	HIST1H2APS5	10341
C1415397	HGNC:4729	HIST1H2AD	3013
C1415398	HGNC:4730	HIST1H2AL	8332
C1415399	HGNC:4732	HIST1H2APS4	8333
C1415400	HGNC:4733	HIST1H2AC	8334
C1415401	HGNC:4734	HIST1H2AB	8335
C1415402	HGNC:4735	HIST1H2AM	8336
C1415404	HGNC:4737	HIST1H2AG	8969
C1415405	HGNC:4738	HIST2H2AC	8338
C1415406	HGNC:4739	H2AFX	3014
C1415407	HGNC:4740	H2AFY	9555
C1415408	HGNC:4741	H2AFZ	3015
C1415410	HGNC:4746	HIST1H2BG	8339
C1415411	HGNC:4747	HIST1H2BD	3017
C1415412	HGNC:4748	HIST1H2BL	8340
C1415413	HGNC:4749	HIST1H2BN	8341
C1415414	HGNC:4750	HIST1H2BM	8342
C1415415	HGNC:4751	HIST1H2BB	3018
C1415416	HGNC:4752	HIST1H2BF	8343
C1415417	HGNC:4753	HIST1H2BE	8344
C1415418	HGNC:4754	HIST1H2BPS2	10340
C1415419	HGNC:4755	HIST1H2BH	8345
C1415420	HGNC:4756	HIST1H2BI	8346
C1415421	HGNC:4757	HIST1H2BC	8347
C1415422	HGNC:4758	HIST1H2BO	8348
C1415424	HGNC:4760	HIST2H2BE	8349
C1415425	HGNC:4761	HIST1H2BJ	8970
C1415426	HGNC:4762	H2BFS	54145
C1415427	HGNC:4764	H3F3A	3020
C1415428	HGNC:4765	H3F3B	3021
C1415429	HGNC:4766	HIST1H3A	8350
C1415430	HGNC:4767	HIST1H3D	8351
C1415431	HGNC:4768	HIST1H3C	8352
C1415432	HGNC:4769	HIST1H3E	8353
C1415433	HGNC:4770	HIST1H1PS2	10338
C1415434	HGNC:4771	HIST1H3I	8354
C1415435	HGNC:4772	HIST1H3G	8355
C1415436	HGNC:4773	HIST1H3F	8968
C1415437	HGNC:4774	HIST1H3J	8356
C1415438	HGNC:4775	HIST1H3H	8357
C1415439	HGNC:4776	HIST1H3B	8358
C1415441	HGNC:4781	HIST1H4A	8359
C1415442	HGNC:4782	HIST1H4D	8360
C1415443	HGNC:4783	HIST1H4F	8361
C1415444	HGNC:4784	HIST1H4K	8362
C1415445	HGNC:4785	HIST1H4J	8363
C1415446	HGNC:4786	HIST1H4PS1	10337
C1415447	HGNC:4787	HIST1H4C	8364
C1415448	HGNC:4788	HIST1H4H	8365
C1415449	HGNC:4789	HIST1H4B	8366
C1415450	HGNC:4790	HIST1H4E	8367
C1415451	HGNC:4791	HIST1H4L	8368
C1415452	HGNC:4792	HIST1H4G	8369
C1415453	HGNC:4793	HIST1H4I	8294
C1415455	HGNC:4795	H6PD	9563
C1415456	HGNC:4796	HAAO	23498
C1415457	HGNC:4798	HABP2	3026
C1415458	HGNC:4799	HADH	3033
C1415460	HGNC:4801	HADHA	3030
C1415462	HGNC:4803	HADHB	3032
C1415464	HGNC:4805	HAGH	3029
C1415465	HGNC:4806	HAL	3034
C1415466	HGNC:4807	HAND1	9421
C1415467	HGNC:4808	HAND2	9464
C1415468	HGNC:4809	HAO1	54363
C1415469	HGNC:4810	HAO2	51179
C1415470	HGNC:4812	HAP1	9001
C1415473	HGNC:4816	HARS	3035
C1415474	HGNC:4817	HARS2	23438
C1415475	HGNC:4819	HAS2	3037
C1415476	HGNC:4820	HAS3	3038
C1415477	HGNC:4823	HBA1	3039
C1415478	HGNC:4824	HBA2	3040
C1415479	HGNC:4825	HBAP1	3041
C1415481	HGNC:4827	HBB	3043
C1415482	HGNC:4828	HBBP1	3044
C1415483	HGNC:4829	HBD	3045
C1415484	HGNC:4830	HBE1	3046
C1415485	HGNC:4831	HBG1	3047
C1415486	HGNC:4832	HBG2	3048
C1415487	HGNC:4833	HBQ1	3049
C1415488	HGNC:4834	HBS1L	10767
C1415489	HGNC:4835	HBZ	3050
C1415491	HGNC:4837	HCCS	3052
C1415492	HGNC:4838	SERPIND1	3053
C1415493	HGNC:4839	HCFC1	3054
C1415494	HGNC:4841	HCL1	3056
C1415495	HGNC:4842	HCL2	3057
C1415497	HGNC:4844	HCLS1	3059
C1415498	HGNC:4845	HCN1	348980
C1415499	HGNC:4846	HCN2	610
C1415500	HGNC:4847	HCRT	3060
C1415501	HGNC:4848	HCRTR1	3061
C1415502	HGNC:4849	HCRTR2	3062
C1415503	HGNC:4850	HCVS	3063
C1415504	HGNC:4851	HTT	3064
C1415505	HGNC:4855	HDC	3067
C1415506	HGNC:4856	HDGF	3068
C1415507	HGNC:4857	HDLBP	3069
C1415508	HGNC:4861	HELLS	3070
C1415510	HGNC:4866	HEPH	9843
C1415511	HGNC:4867	HERC1	8925
C1415512	HGNC:4868	HERC2	8924
C1415513	HGNC:4869	HERC2P1	8917
C1415514	HGNC:4870	HERC2P2	400322
C1415515	HGNC:4871	HERC2P3	283755
C1415516	HGNC:4872	HERC2P4	100289574
C1415517	HGNC:4873	HERC2P5	388254
C1415518	HGNC:4874	HERC2P6	8918
C1415519	HGNC:4875	HERC2P7	100132101
C1415520	HGNC:4876	HERC3	8916
C1415521	HGNC:4877	HESX1	8820
C1415522	HGNC:4878	HEXA	3073
C1415523	HGNC:4879	HEXB	3074
C1415524	HGNC:4880	HEY1	23462
C1415525	HGNC:4881	HEY2	23493
C1415526	HGNC:4882	HEYL	26508
C1415529	HGNC:4887	HFE2	148738
C1415533	HGNC:4892	HGD	3081
C1415534	HGNC:4894	HGFAC	3083
C1415537	HGNC:4901	HHEX	3087
C1415539	HGNC:4904	HHLA1	10086
C1415540	HGNC:4905	HHLA2	11148
C1415541	HGNC:4906	HHLA3	11147
C1415542	HGNC:4907	HIBADH	11112
C1415543	HGNC:4908	HIBCH	26275
C1415544	HGNC:4909	HIC1	3090
C1415545	HGNC:4912	HINT1	3094
C1415546	HGNC:4913	HIP1	3092
C1415547	HGNC:4914	UBE2K	3093
C1415548	HGNC:4915	HIPK3	10114
C1415549	HGNC:4916	HIRA	7290
C1415550	HGNC:4917	HIRIP3	8479
C1415552	HGNC:4920	HIVEP1	3096
C1415553	HGNC:4921	HIVEP2	3097
C1415554	HGNC:4922	HK1	3098
C1415556	HGNC:4925	HK3	3101
C1415558	HGNC:4927	SLC39A7	7922
C1415559	HGNC:4928	HKR1	284459
C1415561	HGNC:4932	HLA-B	3106
C1415562	HGNC:4933	HLA-C	3107
C1415563	HGNC:4934	HLA-DMA	3108
C1415564	HGNC:4935	HLA-DMB	3109
C1415565	HGNC:4936	HLA-DOA	3111
C1415566	HGNC:4937	HLA-DOB	3112
C1415567	HGNC:4938	HLA-DPA1	3113
C1415568	HGNC:4939	HLA-DPA2	646702
C1415569	HGNC:4941	HLA-DPB2	3116
C1415570	HGNC:4942	HLA-DQA1	3117
C1415571	HGNC:4943	HLA-DQA2	3118
C1415572	HGNC:4944	HLA-DQB1	3119
C1415573	HGNC:4945	HLA-DQB2	3120
C1415574	HGNC:4946	HLA-DQB3	3121
C1415575	HGNC:4947	HLA-DRA	3122
C1415576	HGNC:4948	HLA-DRB1	3123
C1415577	HGNC:4950	HLA-DRB2	3124
C1415578	HGNC:4951	HLA-DRB3	3125
C1415579	HGNC:4952	HLA-DRB4	3126
C1415580	HGNC:4953	HLA-DRB5	3127
C1415581	HGNC:4954	HLA-DRB6	3128
C1415582	HGNC:4955	HLA-DRB7	3129
C1415583	HGNC:4956	HLA-DRB8	3130
C1415584	HGNC:4957	HLA-DRB9	3132
C1415585	HGNC:4962	HLA-E	3133
C1415586	HGNC:4963	HLA-F	3134
C1415587	HGNC:4964	HLA-G	3135
C1415588	HGNC:4965	HLA-H	3136
C1415589	HGNC:4967	HLA-J	3137
C1415590	HGNC:4969	HLA-K	3138
C1415591	HGNC:4970	HLA-L	3139
C1415592	HGNC:4975	MR1	3140
C1415593	HGNC:4976	HLCS	3141
C1415594	HGNC:4977	HLF	3131
C1415595	HGNC:4978	HLX	3142
C1415596	HGNC:4979	MNX1	3110
C1415597	HGNC:4982	HMBS	3145
C1415599	HGNC:4987	HMGN2P9	23605
C1415600	HGNC:4988	HMGN2P10	23606
C1415601	HGNC:4990	HMGN2P11	3152
C1415602	HGNC:4991	HMGN2P12	3153
C1415604	HGNC:4993	HMGB1P1	10357
C1415611	HGNC:5001	HMG20A	10363
C1415612	HGNC:5002	HMG20B	10362
C1415613	HGNC:5003	HMGXB4	10042
C1415614	HGNC:5005	HMGCL	3155
C1415615	HGNC:5006	HMGCR	3156
C1415616	HGNC:5007	HMGCS1	3157
C1415617	HGNC:5008	HMGCS2	3158
C1415619	HGNC:5013	HMOX1	3162
C1415620	HGNC:5014	HMOX2	3163
C1415622	HGNC:5017	HMX1	3166
C1415623	HGNC:5018	HMX2	3167
C1415624	HGNC:5019	HMX3	340784
C1415625	HGNC:5020	HNB1	54111
C1415626	HGNC:5021	FOXA1	3169
C1415627	HGNC:5022	FOXA2	3170
C1415628	HGNC:5023	FOXA3	3171
C1415629	HGNC:5024	HNF4A	3172
C1415631	HGNC:5026	HNF4G	3174
C1415632	HGNC:5028	HNMT	3176
C1415633	HGNC:5030	HNRNPA0	10949
C1415634	HGNC:5031	HNRNPA1	3178
C1415636	HGNC:5033	HNRNPA2B1	3181
C1415637	HGNC:5035	HNRNPC	3183
C1415638	HGNC:5036	HNRNPD	3184
C1415639	HGNC:5037	HNRNPDL	9987
C1415640	HGNC:5038	HNRNPDP1	8251
C1415641	HGNC:5039	HNRNPF	3185
C1415642	HGNC:5041	HNRNPH1	3187
C1415644	HGNC:5043	HNRNPH3	3189
C1415645	HGNC:5044	HNRNPK	3190
C1415646	HGNC:5045	HNRNPL	3191
C1415647	HGNC:5046	HNRNPM	4670
C1415648	HGNC:5047	HNRNPR	10236
C1415649	HGNC:5048	HNRNPU	3192
C1415650	HGNC:5049	HOAC	3193
C1415651	HGNC:5057	TLX2	3196
C1415652	HGNC:5098	HOXA@	3197
C1415653	HGNC:5099	HOXA1	3198
C1415654	HGNC:5101	HOXA11	3207
C1415655	HGNC:5102	HOXA13	3209
C1415656	HGNC:5103	HOXA2	3199
C1415657	HGNC:5104	HOXA3	3200
C1415658	HGNC:5105	HOXA4	3201
C1415659	HGNC:5106	HOXA5	3202
C1415660	HGNC:5107	HOXA6	3203
C1415661	HGNC:5108	HOXA7	3204
C1415662	HGNC:5110	HOXB@	3210
C1415663	HGNC:5111	HOXB1	3211
C1415664	HGNC:5112	HOXB13	10481
C1415665	HGNC:5113	HOXB2	3212
C1415666	HGNC:5114	HOXB3	3213
C1415667	HGNC:5115	HOXB4	3214
C1415668	HGNC:5116	HOXB5	3215
C1415669	HGNC:5117	HOXB6	3216
C1415670	HGNC:5118	HOXB7	3217
C1415671	HGNC:5119	HOXB8	3218
C1415672	HGNC:5120	HOXB9	3219
C1415673	HGNC:5121	HOXC@	3220
C1415674	HGNC:5122	HOXC10	3226
C1415675	HGNC:5123	HOXC11	3227
C1415676	HGNC:5124	HOXC12	3228
C1415677	HGNC:5125	HOXC13	3229
C1415678	HGNC:5126	HOXC4	3221
C1415679	HGNC:5127	HOXC5	3222
C1415680	HGNC:5129	HOXC8	3224
C1415681	HGNC:5130	HOXC9	3225
C1415682	HGNC:5131	HOXD@	3230
C1415683	HGNC:5132	HOXD1	3231
C1415684	HGNC:5133	HOXD10	3236
C1415685	HGNC:5134	HOXD11	3237
C1415686	HGNC:5135	HOXD12	3238
C1415687	HGNC:5136	HOXD13	3239
C1415688	HGNC:5137	HOXD3	3232
C1415689	HGNC:5138	HOXD4	3233
C1415690	HGNC:5139	HOXD8	3234
C1415691	HGNC:5140	HOXD9	3235
C1415692	HGNC:5141	HP	3240
C1415694	HGNC:5145	HPCAL1	3241
C1415695	HGNC:5146	HPCX	9566
C1415696	HGNC:5147	HPD	3242
C1415697	HGNC:5149	HPE1	3244
C1415698	HGNC:5153	HPFH2	3247
C1415699	HGNC:5154	HPGD	3248
C1415700	HGNC:5155	HPN	3249
C1415701	HGNC:5157	HPRT1	3251
C1415707	HGNC:5163	HPS1	3257
C1415708	HGNC:5166	HPV18I1	3260
C1415709	HGNC:5167	HPV18I2	3261
C1415710	HGNC:5168	HPV6AI1	3259
C1415711	HGNC:5169	HPVC1	3262
C1415712	HGNC:5171	HPX	3263
C1415713	HGNC:5172	HR	55806
C1415714	HGNC:5174	ERAS	3266
C1415715	HGNC:5175	AGFG1	3267
C1415717	HGNC:5177	AGFG2	3268
C1415718	HGNC:5178	HRC	3270
C1415720	HGNC:5180	HRES1	3272
C1415725	HGNC:5192	HES1	3280
C1415726	HGNC:5193	HS2ST1	9653
C1415727	HGNC:5194	HS3ST1	9957
C1415728	HGNC:5195	HS3ST2	9956
C1415729	HGNC:5196	HS3ST3A1	9955
C1415731	HGNC:5198	HS3ST3B1	9953
C1415733	HGNC:5200	HS3ST4	9951
C1415734	HGNC:5201	HS6ST1	9394
C1415735	HGNC:5203	HSBP1	3281
C1415736	HGNC:5208	HSD11B1	3290
C1415737	HGNC:5209	HSD11B2	3291
C1415738	HGNC:5210	HSD17B1	3292
C1415739	HGNC:5212	HSD17B3	3293
C1415740	HGNC:5213	HSD17B4	3295
C1415742	HGNC:5217	HSD3B1	3283
C1415743	HGNC:5218	HSD3B2	3284
C1415744	HGNC:5219	HSD3BP1	391076
C1415745	HGNC:5220	HSD3BP2	440606
C1415746	HGNC:5221	HSD3BP3	441900
C1415747	HGNC:5222	HSD3BP4	128102
C1415748	HGNC:5223	HSD3BP5	391081
C1415749	HGNC:5224	HSF1	3297
C1415750	HGNC:5225	HSF2	3298
C1415751	HGNC:5226	HSF2BP	11077
C1415752	HGNC:5227	HSF4	3299
C1415753	HGNC:5228	DNAJB2	3300
C1415754	HGNC:5229	DNAJA1	3301
C1415755	HGNC:5232	HSPA1A	3303
C1415756	HGNC:5233	HSPA1B	3304
C1415757	HGNC:5234	HSPA1L	3305
C1415758	HGNC:5235	HSPA2	3306
C1415760	HGNC:5237	HSPA4	3308
C1415761	HGNC:5238	HSPA5	3309
C1415762	HGNC:5239	HSPA6	3310
C1415763	HGNC:5240	HSPA7	3311
C1415764	HGNC:5241	HSPA8	3312
C1415768	HGNC:5247	HSPB2	3316
C1415769	HGNC:5248	HSPB3	8988
C1415770	HGNC:5249	HSPB7	27129
C1415773	HGNC:5252	HSPB1P2	653364
C1415782	HGNC:5261	HSPD1	3329
C1415784	HGNC:5263	HSPD1P2	645808
C1415785	HGNC:5264	HSPD1P3	3332
C1415787	HGNC:5266	HSPD1P5	345041
C1415788	HGNC:5267	HSPD1P6	645548
C1415789	HGNC:5268	HSPD1P7	54047
C1415790	HGNC:5269	HSPE1	3336
C1415791	HGNC:5270	DNAJB1	3337
C1415792	HGNC:5271	DNAJC4	3338
C1415793	HGNC:5273	HSPG2	3339
C1415794	HGNC:5276	HTATSF1	27336
C1415795	HGNC:5277	HTC1	3341
C1415796	HGNC:5278	HTC2	3342
C1415797	HGNC:5280	HTL	3343
C1415800	HGNC:5283	HTN1	3346
C1415801	HGNC:5284	HTN3	3347
C1415802	HGNC:5285	HTOR	3349
C1415803	HGNC:5286	HTR1A	3350
C1415804	HGNC:5287	HTR1B	3351
C1415805	HGNC:5289	HTR1D	3352
C1415806	HGNC:5290	HTR1DP1	100421479
C1415807	HGNC:5291	HTR1E	3354
C1415808	HGNC:5292	HTR1F	3355
C1415809	HGNC:5293	HTR2A	3356
C1415810	HGNC:5294	HTR2B	3357
C1415811	HGNC:5295	HTR2C	3358
C1415812	HGNC:5298	HTR3B	9177
C1415813	HGNC:5299	HTR4	3360
C1415814	HGNC:5300	HTR5A	3361
C1415815	HGNC:5301	HTR6	3362
C1415816	HGNC:5302	HTR7	3363
C1415818	HGNC:5309	HUS1	3364
C1415823	HGNC:5314	HVBS7	3369
C1415824	HGNC:5315	HVBS8	3370
C1415825	HGNC:5320	HYAL1	3373
C1415826	HGNC:5321	HYAL2	8692
C1415827	HGNC:5322	HYAL3	8372
C1415828	HGNC:5323	HYAL4	23553
C1415829	HGNC:5324	HYALP1	26062
C1415830	HGNC:5326	HYMAI	57061
C1415831	HGNC:5329	IAPP	3375
C1415832	HGNC:5330	IARS	3376
C1415834	HGNC:5332	IBD2	3378
C1415835	HGNC:5333	IBD4	50608
C1415836	HGNC:5334	IBD5	50941
C1415837	HGNC:5335	IBD6	50942
C1415838	HGNC:5336	IBGC1	23706
C1415840	HGNC:5341	IBSP	3381
C1415841	HGNC:5343	ICA1	3382
C1415842	HGNC:5347	ICAM4	3386
C1415843	HGNC:5348	ICAM5	7087
C1415845	HGNC:5350	ICMT	23463
C1415846	HGNC:5351	ICOS	29851
C1415847	HGNC:5352	ICR1	3388
C1415849	HGNC:5354	ICR3	3390
C1415850	HGNC:5355	ICR4	3391
C1415854	HGNC:5359	MRPL58	3396
C1415855	HGNC:5360	ID1	3397
C1415856	HGNC:5362	ID3	3399
C1415857	HGNC:5363	ID4	3400
C1415859	HGNC:5365	IDDM11	3410
C1415861	HGNC:5367	IDDM13	3412
C1415862	HGNC:5368	IDDM14	3413
C1415863	HGNC:5369	IDDM15	3414
C1415864	HGNC:5370	IDDM16	3415
C1415865	HGNC:5371	IDDM17	8691
C1415866	HGNC:5372	IDDM18	57044
C1415868	HGNC:5374	IDDM3	3402
C1415869	HGNC:5375	IDDM4	3403
C1415871	HGNC:5377	IDDM6	3405
C1415872	HGNC:5378	IDDM7	3406
C1415873	HGNC:5379	IDDM8	3407
C1415874	HGNC:5380	IDDM9	3408
C1415875	HGNC:5381	IDE	3416
C1415876	HGNC:5382	IDH1	3417
C1415877	HGNC:5383	IDH2	3418
C1415878	HGNC:5384	IDH3A	3419
C1415879	HGNC:5385	IDH3B	3420
C1415880	HGNC:5386	IDH3G	3421
C1415881	HGNC:5387	IDI1	3422
C1415882	HGNC:5389	IDS	3423
C1415883	HGNC:5390	IDSP1	3424
C1415884	HGNC:5392	IER3	8870
C1415885	HGNC:5393	IER5	51278
C1415886	HGNC:5395	IFI16	3428
C1415887	HGNC:5397	IFI27	3429
C1415888	HGNC:5398	IFI30	10437
C1415889	HGNC:5399	IFI35	3430
C1415891	HGNC:5401	SP110	3431
C1415892	HGNC:5407	IFIT1	3434
C1415893	HGNC:5408	IFIT1P1	8373
C1415894	HGNC:5409	IFIT2	3433
C1415895	HGNC:5411	IFIT3	3437
C1415897	HGNC:5413	IFITM2	10581
C1415898	HGNC:5414	IFITM3	10410
C1415900	HGNC:5417	IFNA1	3439
C1415901	HGNC:5418	IFNA10	3446
C1415902	HGNC:5420	IFNA14	3448
C1415903	HGNC:5421	IFNA16	3449
C1415904	HGNC:5422	IFNA17	3451
C1415905	HGNC:5424	IFNA21	3452
C1415906	HGNC:5425	IFNA4	3441
C1415907	HGNC:5426	IFNA5	3442
C1415908	HGNC:5427	IFNA6	3443
C1415909	HGNC:5428	IFNA7	3444
C1415910	HGNC:5429	IFNA8	3445
C1415911	HGNC:5431	IFNA22P	3453
C1415912	HGNC:5434	IFNB1	3456
C1415919	HGNC:5447	IFNR	3466
C1415920	HGNC:5449	IFNWP15	100130866
C1415921	HGNC:5450	IFNWP18	360001
C1415922	HGNC:5451	IFNWP19	3474
C1415923	HGNC:5452	IFNWP2	646581
C1415925	HGNC:5454	IFNWP5	392292
C1415926	HGNC:5455	IFNWP9	100130671
C1415927	HGNC:5456	IFRD1	3475
C1415928	HGNC:5457	IFRD2	7866
C1415929	HGNC:5459	IGAD1	10986
C1415931	HGNC:5463	IGES	3478
C1415932	HGNC:5476	IGFBP7	3490
C1415933	HGNC:5478	IGHA1	3493
C1415934	HGNC:5479	IGHA2	3494
C1415935	HGNC:5480	IGHD	3495
C1415937	HGNC:5482	IGHD1-1	28510
C1415938	HGNC:5483	IGHD1-14	28508
C1415939	HGNC:5484	IGHD1-20	28507
C1415940	HGNC:5485	IGHD1-26	28506
C1415941	HGNC:5486	IGHD1-7	28509
C1415942	HGNC:5487	IGHD1OR15-1A	28335
C1415943	HGNC:5488	IGHD1OR15-1B	28334
C1415944	HGNC:5489	IGHD2-15	28503
C1415945	HGNC:5490	IGHD2-2	28505
C1415946	HGNC:5491	IGHD2-21	28502
C1415947	HGNC:5492	IGHD2-8	28504
C1415948	HGNC:5493	IGHD2OR15-2A	28333
C1415949	HGNC:5494	IGHD2OR15-2B	28332
C1415950	HGNC:5495	IGHD3-10	28499
C1415951	HGNC:5496	IGHD3-16	28498
C1415952	HGNC:5497	IGHD3-22	28497
C1415953	HGNC:5498	IGHD3-3	28501
C1415954	HGNC:5499	IGHD3-9	28500
C1415955	HGNC:5500	IGHD3OR15-3A	28331
C1415956	HGNC:5501	IGHD3OR15-3B	28330
C1415957	HGNC:5502	IGHD4-11	28495
C1415958	HGNC:5503	IGHD4-17	28494
C1415959	HGNC:5504	IGHD4-23	28493
C1415960	HGNC:5505	IGHD4-4	28496
C1415961	HGNC:5506	IGHD4OR15-4A	28329
C1415962	HGNC:5507	IGHD4OR15-4B	28328
C1415963	HGNC:5508	IGHD5-12	28491
C1415964	HGNC:5509	IGHD5-18	28490
C1415965	HGNC:5510	IGHD5-24	28489
C1415966	HGNC:5511	IGHD5-5	28492
C1415967	HGNC:5512	IGHD5OR15-5A	28327
C1415968	HGNC:5513	IGHD5OR15-5B	28326
C1415969	HGNC:5514	IGHD6-13	28487
C1415970	HGNC:5515	IGHD6-19	28486
C1415971	HGNC:5516	IGHD6-25	28485
C1415972	HGNC:5517	IGHD6-6	28488
C1415973	HGNC:5518	IGHD7-27	28484
C1415975	HGNC:5522	IGHE	3497
C1415976	HGNC:5523	IGHEP1	3498
C1415977	HGNC:5524	IGHEP2	3499
C1415978	HGNC:5525	IGHG1	3500
C1415979	HGNC:5526	IGHG2	3501
C1415980	HGNC:5527	IGHG3	3502
C1415981	HGNC:5528	IGHG4	3503
C1415982	HGNC:5529	IGHGP	3505
C1415984	HGNC:5532	IGHJ1	28483
C1415985	HGNC:5533	IGHJ1P	28482
C1415986	HGNC:5534	IGHJ2	28481
C1415987	HGNC:5535	IGHJ2P	28480
C1415988	HGNC:5536	IGHJ3	28479
C1415989	HGNC:5537	IGHJ3P	28478
C1415990	HGNC:5538	IGHJ4	28477
C1415991	HGNC:5539	IGHJ5	28476
C1415992	HGNC:5540	IGHJ6	28475
C1415993	HGNC:5541	IGHM	3507
C1415994	HGNC:5542	IGHMBP2	3508
C1415997	HGNC:5546	IGHV1-12	28471
C1415998	HGNC:5547	IGHV1-14	28470
C1415999	HGNC:5548	IGHV1-17	28469
C1416000	HGNC:5549	IGHV1-18	28468
C1416001	HGNC:5550	IGHV1-2	28474
C1416002	HGNC:5551	IGHV1-24	28467
